model_key,N,question_type,answer,ground_truth,label,sub_label,ambiguous
olmo,4,trajectory,4,2,stale,,True
olmo,4,person_timestep_lookup,6,5,single_transfer,missed,False
olmo,4,trajectory,7,5,single_transfer,doubled,False
olmo,4,person_timestep_lookup,3,5,wrong_timestep,,False
olmo,4,person_timestep_lookup,8,1,wrong_person,,False
olmo,4,trajectory,10,6,wrong_person,doubled,True
olmo,4,person_timestep_lookup,4,1,single_transfer,missed,False
olmo,4,trajectory,16,14,unexplained,,False
olmo,4,person_timestep_lookup,9,8,wrong_person,doubled,True
olmo,4,person_timestep_lookup,16,5,unexplained,,False
olmo,4,trajectory,6,4,unexplained,,False
olmo,4,person_timestep_lookup,10,12,single_transfer,missed,False
olmo,4,trajectory,10,12,single_transfer,missed,False
olmo,4,person_timestep_lookup,7,12,unexplained,,False
olmo,4,trajectory,21,9,unexplained,,False
olmo,4,person_timestep_lookup,9,3,single_transfer,missed,False
olmo,4,trajectory,12,7,unexplained,,False
olmo,4,person_timestep_lookup,7,12,wrong_timestep,,False
olmo,4,trajectory,7,2,unexplained,,False
olmo,4,person_timestep_lookup,0,5,unexplained,,False
olmo,4,person_timestep_lookup,5,4,single_transfer,missed,False
olmo,6,person_timestep_lookup,25,3,unexplained,,False
olmo,6,person_timestep_lookup,5,0,wrong_person,missed,True
olmo,6,trajectory,16,17,single_transfer,doubled,False
olmo,6,person_timestep_lookup,7,1,wrong_person,doubled,True
olmo,6,trajectory,4,5,wrong_person,missed,True
olmo,6,person_timestep_lookup,13,14,wrong_timestep,missed,True
olmo,6,person_timestep_lookup,6,0,unexplained,,False
olmo,6,trajectory,10,7,wrong_timestep,missed,True
olmo,6,person_timestep_lookup,5,2,single_transfer,missed,False
olmo,6,person_timestep_lookup,15,13,single_transfer,doubled,False
olmo,6,trajectory,4,2,single_transfer,sign_flipped,False
olmo,6,person_timestep_lookup,4,7,unexplained,,False
olmo,6,person_timestep_lookup,9,1,wrong_timestep,missed,True
olmo,6,trajectory,23,5,single_transfer,sign_flipped,False
olmo,6,person_timestep_lookup,15,0,unexplained,,False
olmo,6,trajectory,2,12,unexplained,,False
olmo,6,person_timestep_lookup,15,14,wrong_timestep,missed,True
olmo,6,trajectory,11,1,unexplained,,False
olmo,6,person_timestep_lookup,9,4,unexplained,,False
olmo,6,trajectory,6,0,wrong_person,,False
olmo,6,person_timestep_lookup,5,17,stale,,True
olmo,6,trajectory,4,5,single_transfer,doubled,False
olmo,6,person_timestep_lookup,2,3,wrong_person,doubled,True
olmo,6,trajectory,16,11,unexplained,,False
olmo,6,person_timestep_lookup,33,11,unexplained,,False
olmo,6,person_timestep_lookup,15,0,unexplained,,False
olmo,6,person_timestep_lookup,5,11,wrong_person,missed,True
olmo,6,trajectory,15,3,unexplained,,False
olmo,6,person_timestep_lookup,15,4,unexplained,,False
olmo,6,trajectory,13,14,wrong_timestep,missed,True
olmo,6,trajectory,18,0,single_transfer,sign_flipped,False
olmo,6,person_timestep_lookup,10,0,single_transfer,sign_flipped,False
olmo,6,trajectory,4,0,unexplained,,False
olmo,6,person_timestep_lookup,16,0,single_transfer,missed,False
olmo,6,trajectory,3,0,wrong_person,,False
olmo,6,person_timestep_lookup,7,3,unexplained,,False
olmo,6,trajectory,10,5,single_transfer,missed,False
olmo,6,person_timestep_lookup,6,3,unexplained,,False
olmo,6,trajectory,3,2,wrong_timestep,missed,True
olmo,6,person_timestep_lookup,15,3,wrong_person,,False
olmo,6,person_timestep_lookup,5,0,unexplained,,False
olmo,6,person_timestep_lookup,15,2,wrong_timestep,,False
olmo,8,person_timestep_lookup,9,5,wrong_timestep,doubled,True
olmo,8,trajectory,10,7,wrong_timestep,,False
olmo,8,person_timestep_lookup,7,2,single_transfer,doubled,False
olmo,8,trajectory,3,0,unexplained,,False
olmo,8,person_timestep_lookup,6,0,wrong_timestep,,False
olmo,8,trajectory,8,7,wrong_person,doubled,True
olmo,8,person_timestep_lookup,10,0,wrong_person,missed,True
olmo,8,person_timestep_lookup,4,8,wrong_timestep,,False
olmo,8,trajectory,8,4,single_transfer,sign_flipped,False
olmo,8,person_timestep_lookup,5,1,wrong_person,sign_flipped,True
olmo,8,trajectory,6,0,wrong_person,sign_flipped,True
olmo,8,person_timestep_lookup,5,8,wrong_person,,True
olmo,8,person_timestep_lookup,9,6,stale,doubled,True
olmo,8,person_timestep_lookup,7,3,wrong_person,,False
olmo,8,person_timestep_lookup,5,2,wrong_timestep,doubled,True
olmo,8,person_timestep_lookup,10,9,single_transfer,doubled,False
olmo,8,trajectory,6,2,wrong_person,,True
olmo,8,person_timestep_lookup,5,12,wrong_person,doubled,True
olmo,8,person_timestep_lookup,23,8,unexplained,,False
olmo,8,person_timestep_lookup,21,1,single_transfer,sign_flipped,False
olmo,8,trajectory,7,1,wrong_person,,False
olmo,8,person_timestep_lookup,13,8,single_transfer,doubled,False
olmo,8,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
olmo,8,person_timestep_lookup,10,0,wrong_timestep,,False
olmo,8,trajectory,15,9,single_transfer,sign_flipped,False
olmo,8,person_timestep_lookup,10,8,single_transfer,doubled,False
olmo,8,trajectory,4,0,single_transfer,sign_flipped,False
olmo,8,person_timestep_lookup,4,2,single_transfer,sign_flipped,False
olmo,8,person_timestep_lookup,15,5,unexplained,,False
olmo,8,trajectory,2,3,wrong_person,doubled,True
olmo,8,person_timestep_lookup,10,14,single_transfer,doubled,False
olmo,8,trajectory,6,3,wrong_timestep,,False
olmo,8,person_timestep_lookup,7,9,single_transfer,doubled,False
olmo,8,trajectory,11,6,wrong_timestep,,False
olmo,8,person_timestep_lookup,6,1,wrong_person,,False
olmo,8,trajectory,15,14,wrong_timestep,,False
olmo,8,person_timestep_lookup,5,13,unexplained,,False
olmo,8,person_timestep_lookup,8,10,wrong_person,missed,True
olmo,8,trajectory,10,12,stale,missed,True
olmo,8,person_timestep_lookup,15,0,wrong_timestep,,False
olmo,8,trajectory,4,2,single_transfer,doubled,False
olmo,8,person_timestep_lookup,14,15,wrong_timestep,missed,True
olmo,8,trajectory,7,5,wrong_timestep,,False
olmo,8,person_timestep_lookup,15,0,single_transfer,doubled,False
olmo,8,trajectory,7,5,wrong_person,sign_flipped,True
olmo,10,person_timestep_lookup,4,0,wrong_timestep,,False
olmo,10,trajectory,10,0,unexplained,,False
olmo,10,person_timestep_lookup,0,22,wrong_person,,True
olmo,10,person_timestep_lookup,6,14,single_transfer,sign_flipped,False
olmo,10,trajectory,5,0,wrong_person,,True
olmo,10,person_timestep_lookup,10,9,unexplained,,False
olmo,10,person_timestep_lookup,18,4,wrong_timestep,,False
olmo,10,trajectory,4,13,unexplained,,False
olmo,10,person_timestep_lookup,15,1,unexplained,,False
olmo,10,trajectory,8,9,unexplained,,False
olmo,10,person_timestep_lookup,3,1,wrong_person,sign_flipped,True
olmo,10,person_timestep_lookup,6,12,single_transfer,missed,False
olmo,10,trajectory,12,3,unexplained,,False
olmo,10,person_timestep_lookup,11,8,wrong_timestep,,False
olmo,10,trajectory,10,12,single_transfer,sign_flipped,False
olmo,10,person_timestep_lookup,14,0,single_transfer,sign_flipped,False
olmo,10,person_timestep_lookup,10,3,stale,missed,True
olmo,10,trajectory,7,10,wrong_timestep,missed,True
olmo,10,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
olmo,10,person_timestep_lookup,0,4,wrong_person,,True
olmo,10,person_timestep_lookup,12,2,single_transfer,sign_flipped,False
olmo,10,person_timestep_lookup,14,12,single_transfer,sign_flipped,False
olmo,10,trajectory,5,4,wrong_person,,True
olmo,10,person_timestep_lookup,5,7,unexplained,,False
olmo,10,person_timestep_lookup,35,5,unexplained,,False
olmo,10,person_timestep_lookup,15,13,single_transfer,doubled,False
olmo,10,person_timestep_lookup,16,1,unexplained,,False
olmo,10,trajectory,15,10,unexplained,,False
olmo,10,person_timestep_lookup,14,3,unexplained,,False
olmo,10,person_timestep_lookup,21,7,unexplained,,False
olmo,10,person_timestep_lookup,7,5,single_transfer,sign_flipped,False
olmo,10,person_timestep_lookup,4,2,wrong_person,sign_flipped,True
olmo,10,person_timestep_lookup,0,1,wrong_person,missed,True
olmo,10,person_timestep_lookup,11,3,single_transfer,sign_flipped,False
olmo,10,trajectory,12,2,unexplained,,False
olmo,10,person_timestep_lookup,14,8,unexplained,,False
olmo,10,trajectory,6,2,wrong_person,,False
olmo,10,person_timestep_lookup,12,2,single_transfer,sign_flipped,False
olmo,10,trajectory,4,14,wrong_timestep,,False
olmo,10,person_timestep_lookup,5,3,wrong_timestep,doubled,True
olmo,10,person_timestep_lookup,9,0,unexplained,,False
olmo,12,person_timestep_lookup,9,6,single_transfer,missed,False
olmo,12,trajectory,8,2,single_transfer,sign_flipped,False
olmo,12,person_timestep_lookup,5,2,wrong_person,missed,True
olmo,12,trajectory,5,1,unexplained,,False
olmo,12,person_timestep_lookup,14,3,unexplained,,False
olmo,12,person_timestep_lookup,15,1,unexplained,,False
olmo,12,person_timestep_lookup,15,3,unexplained,,False
olmo,12,person_timestep_lookup,19,14,unexplained,,False
olmo,12,person_timestep_lookup,5,1,single_transfer,sign_flipped,False
olmo,12,trajectory,2,4,wrong_timestep,,False
olmo,12,person_timestep_lookup,15,0,unexplained,,False
olmo,12,trajectory,6,3,wrong_person,,False
olmo,12,person_timestep_lookup,0,6,wrong_person,sign_flipped,True
olmo,12,person_timestep_lookup,10,9,single_transfer,doubled,False
olmo,12,trajectory,4,3,wrong_person,,True
olmo,12,person_timestep_lookup,7,0,unexplained,,False
olmo,12,trajectory,3,1,single_transfer,missed,False
olmo,12,person_timestep_lookup,13,5,wrong_person,,False
olmo,12,person_timestep_lookup,6,3,wrong_timestep,,False
olmo,12,trajectory,11,13,single_transfer,missed,False
olmo,12,person_timestep_lookup,14,9,wrong_timestep,,False
olmo,12,person_timestep_lookup,0,5,wrong_person,doubled,True
olmo,12,person_timestep_lookup,15,9,single_transfer,missed,False
olmo,12,trajectory,9,1,single_transfer,sign_flipped,False
olmo,12,person_timestep_lookup,10,14,wrong_timestep,missed,True
olmo,12,person_timestep_lookup,19,12,wrong_timestep,,False
olmo,12,trajectory,14,4,single_transfer,sign_flipped,False
olmo,12,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
olmo,12,person_timestep_lookup,15,21,unexplained,,False
olmo,12,trajectory,9,1,wrong_timestep,,False
olmo,12,person_timestep_lookup,14,9,wrong_timestep,,False
olmo,12,person_timestep_lookup,20,2,single_transfer,sign_flipped,False
olmo,12,person_timestep_lookup,26,6,unexplained,,False
olmo,12,trajectory,3,0,wrong_person,missed,True
olmo,12,person_timestep_lookup,9,1,wrong_person,sign_flipped,True
olmo,12,trajectory,5,1,wrong_person,sign_flipped,True
olmo,12,person_timestep_lookup,29,10,single_transfer,missed,False
olmo,16,person_timestep_lookup,0,1,wrong_person,,True
olmo,16,person_timestep_lookup,5,4,wrong_person,doubled,True
olmo,16,person_timestep_lookup,9,0,unexplained,,False
olmo,16,person_timestep_lookup,0,11,wrong_person,missed,True
olmo,16,person_timestep_lookup,4,9,unexplained,,False
olmo,16,trajectory,10,9,wrong_timestep,doubled,True
olmo,16,person_timestep_lookup,11,4,stale,,True
olmo,16,trajectory,16,3,wrong_person,,True
olmo,16,person_timestep_lookup,5,7,wrong_person,doubled,True
olmo,16,trajectory,16,17,stale,doubled,True
olmo,16,person_timestep_lookup,14,3,single_transfer,doubled,False
olmo,16,person_timestep_lookup,9,6,single_transfer,missed,False
olmo,16,person_timestep_lookup,0,22,wrong_person,,True
olmo,16,person_timestep_lookup,20,1,unexplained,,False
olmo,16,trajectory,6,1,wrong_timestep,,False
olmo,16,person_timestep_lookup,9,8,single_transfer,doubled,False
olmo,16,person_timestep_lookup,0,2,wrong_person,missed,True
olmo,16,trajectory,4,7,wrong_person,,True
olmo,16,person_timestep_lookup,25,8,unexplained,,False
olmo,16,person_timestep_lookup,5,2,single_transfer,missed,False
olmo,16,person_timestep_lookup,19,0,unexplained,,False
olmo,16,trajectory,5,0,wrong_person,,True
olmo,16,person_timestep_lookup,5,4,wrong_person,missed,True
olmo,16,person_timestep_lookup,11,0,unexplained,,False
olmo,16,person_timestep_lookup,5,3,wrong_person,sign_flipped,True
olmo,16,trajectory,4,1,wrong_person,,True
olmo,16,person_timestep_lookup,4,6,stale,missed,True
olmo,16,person_timestep_lookup,20,10,wrong_timestep,sign_flipped,True
olmo,16,trajectory,15,6,unexplained,,False
olmo,16,person_timestep_lookup,0,16,wrong_person,,True
olmo,16,trajectory,16,6,stale,,True
olmo,16,person_timestep_lookup,14,16,single_transfer,doubled,False
olmo,16,trajectory,4,3,wrong_person,,False
olmo,16,person_timestep_lookup,0,5,wrong_person,doubled,True
olmo,16,person_timestep_lookup,15,11,wrong_person,missed,True
olmo,16,trajectory,15,6,unexplained,,False
olmo,16,trajectory,5,10,wrong_timestep,,False
olmo,16,person_timestep_lookup,0,6,wrong_person,doubled,True
olmo,16,trajectory,10,7,wrong_person,doubled,True
olmo,16,person_timestep_lookup,14,8,stale,,True
olmo,16,person_timestep_lookup,7,1,wrong_timestep,missed,True
olmo,16,trajectory,8,4,wrong_person,,False
olmo,20,trajectory,19,4,wrong_timestep,,False
olmo,20,person_timestep_lookup,5,9,stale,missed,True
olmo,20,trajectory,6,21,wrong_person,,True
olmo,20,person_timestep_lookup,3,2,wrong_person,missed,True
olmo,20,trajectory,15,6,wrong_person,,True
olmo,20,person_timestep_lookup,8,19,wrong_person,,False
olmo,20,person_timestep_lookup,24,11,unexplained,,False
olmo,20,person_timestep_lookup,5,2,wrong_person,,True
olmo,20,person_timestep_lookup,10,0,wrong_person,missed,True
olmo,20,person_timestep_lookup,3,5,stale,missed,True
olmo,20,person_timestep_lookup,16,0,wrong_person,missed,True
olmo,20,trajectory,11,1,unexplained,,False
olmo,20,person_timestep_lookup,0,32,wrong_person,,True
olmo,20,person_timestep_lookup,9,1,single_transfer,sign_flipped,False
olmo,20,person_timestep_lookup,6,0,wrong_person,sign_flipped,True
olmo,20,person_timestep_lookup,3,1,stale,missed,True
olmo,20,person_timestep_lookup,11,1,stale,missed,True
olmo,20,trajectory,4,1,wrong_person,,True
olmo,20,person_timestep_lookup,3,9,stale,missed,True
olmo,20,trajectory,13,3,wrong_timestep,sign_flipped,True
olmo,20,person_timestep_lookup,9,13,wrong_timestep,sign_flipped,True
olmo,20,trajectory,8,4,wrong_timestep,,False
olmo,20,person_timestep_lookup,7,0,single_transfer,missed,False
olmo,20,person_timestep_lookup,14,26,wrong_timestep,sign_flipped,True
olmo,20,trajectory,3,1,wrong_person,sign_flipped,True
olmo,20,person_timestep_lookup,15,3,unexplained,,False
olmo,20,person_timestep_lookup,15,19,stale,missed,True
olmo,20,person_timestep_lookup,21,2,wrong_person,,False
olmo,20,trajectory,5,2,wrong_person,,False
olmo,20,person_timestep_lookup,5,4,stale,,True
olmo,20,trajectory,19,20,unexplained,,False
olmo,20,person_timestep_lookup,0,9,wrong_person,,True
olmo,20,person_timestep_lookup,0,7,wrong_person,,True
olmo,20,person_timestep_lookup,16,0,single_transfer,missed,False
olmo,20,trajectory,15,7,wrong_timestep,,False
olmo,20,person_timestep_lookup,0,1,wrong_person,missed,True
olmo,20,person_timestep_lookup,5,8,wrong_person,missed,True
olmo,20,person_timestep_lookup,15,13,stale,sign_flipped,True
olmo,24,person_timestep_lookup,22,0,wrong_person,,False
olmo,24,person_timestep_lookup,9,8,single_transfer,doubled,False
olmo,24,person_timestep_lookup,0,5,wrong_person,,True
olmo,24,person_timestep_lookup,2,0,stale,sign_flipped,True
qwen,2,person_timestep_lookup,4,2,single_transfer,doubled,False
qwen,2,trajectory,3,0,stale,missed,True
qwen,2,person_timestep_lookup,10,8,unexplained,,False
qwen,2,trajectory,15,4,unexplained,,False
qwen,2,person_timestep_lookup,4,8,single_transfer,missed,False
qwen,2,person_timestep_lookup,7,4,stale,missed,True
qwen,2,trajectory,4,0,single_transfer,missed,False
qwen,2,person_timestep_lookup,9,3,unexplained,,False
qwen,2,person_timestep_lookup,16,1,unexplained,,False
qwen,2,trajectory,3,0,unexplained,,False
qwen,2,person_timestep_lookup,5,6,unexplained,,False
qwen,2,trajectory,1,4,wrong_timestep,missed,True
qwen,2,person_timestep_lookup,9,10,single_transfer,missed,False
qwen,2,trajectory,4,0,single_transfer,sign_flipped,False
qwen,2,person_timestep_lookup,5,9,stale,missed,True
qwen,2,trajectory,9,1,wrong_person,sign_flipped,True
qwen,2,person_timestep_lookup,5,10,stale,missed,True
qwen,2,trajectory,0,10,wrong_person,sign_flipped,True
qwen,2,person_timestep_lookup,6,3,stale,doubled,True
qwen,2,person_timestep_lookup,2,0,stale,missed,True
qwen,2,person_timestep_lookup,2,0,single_transfer,sign_flipped,False
qwen,2,trajectory,2,0,single_transfer,sign_flipped,False
qwen,2,person_timestep_lookup,4,2,single_transfer,sign_flipped,False
qwen,2,trajectory,7,10,unexplained,,False
qwen,2,trajectory,10,8,wrong_timestep,doubled,True
qwen,2,person_timestep_lookup,11,3,unexplained,,False
qwen,2,trajectory,6,7,unexplained,,False
qwen,2,person_timestep_lookup,10,0,wrong_person,,False
qwen,2,trajectory,10,4,wrong_timestep,,False
qwen,2,person_timestep_lookup,3,5,single_transfer,doubled,False
qwen,2,trajectory,16,0,unexplained,,False
qwen,2,person_timestep_lookup,7,9,stale,,True
qwen,2,trajectory,0,1,single_transfer,missed,False
qwen,2,person_timestep_lookup,7,8,stale,missed,True
qwen,2,person_timestep_lookup,3,10,single_transfer,missed,False
qwen,2,trajectory,10,0,wrong_person,,False
qwen,2,person_timestep_lookup,6,4,stale,,True
qwen,2,trajectory,12,4,unexplained,,False
qwen,2,person_timestep_lookup,7,9,unexplained,,False
qwen,2,person_timestep_lookup,8,9,single_transfer,missed,False
qwen,2,trajectory,8,9,single_transfer,missed,False
qwen,2,person_timestep_lookup,6,4,stale,,True
qwen,2,trajectory,6,4,stale,,True
qwen,2,person_timestep_lookup,8,10,stale,missed,True
qwen,2,trajectory,7,10,single_transfer,doubled,False
qwen,4,person_timestep_lookup,12,8,single_transfer,doubled,False
qwen,4,trajectory,3,4,unexplained,,False
qwen,4,person_timestep_lookup,4,5,single_transfer,missed,False
qwen,4,trajectory,3,9,stale,,True
qwen,4,trajectory,14,9,unexplained,,False
qwen,4,person_timestep_lookup,5,1,wrong_person,missed,True
qwen,4,trajectory,6,0,stale,missed,True
qwen,4,person_timestep_lookup,15,10,single_transfer,doubled,False
qwen,4,person_timestep_lookup,4,3,single_transfer,missed,False
qwen,4,trajectory,4,7,single_transfer,missed,False
qwen,4,trajectory,20,2,single_transfer,sign_flipped,False
qwen,4,person_timestep_lookup,7,4,stale,missed,True
qwen,4,trajectory,10,4,single_transfer,sign_flipped,False
qwen,4,person_timestep_lookup,10,5,unexplained,,False
qwen,4,trajectory,3,6,single_transfer,missed,False
qwen,4,person_timestep_lookup,9,2,unexplained,,False
qwen,4,trajectory,10,8,wrong_timestep,,False
qwen,4,person_timestep_lookup,15,1,unexplained,,False
qwen,4,trajectory,8,7,unexplained,,False
qwen,4,trajectory,2,0,single_transfer,sign_flipped,False
qwen,4,person_timestep_lookup,4,5,single_transfer,doubled,False
qwen,4,trajectory,6,7,single_transfer,missed,False
qwen,4,trajectory,10,6,unexplained,,False
qwen,4,person_timestep_lookup,1,0,stale,missed,True
qwen,4,trajectory,17,0,unexplained,,False
qwen,4,trajectory,3,2,wrong_timestep,doubled,True
qwen,4,person_timestep_lookup,12,5,unexplained,,False
qwen,4,trajectory,4,2,stale,,True
qwen,4,person_timestep_lookup,6,5,single_transfer,missed,False
qwen,4,trajectory,6,5,single_transfer,missed,False
qwen,4,person_timestep_lookup,1,5,wrong_timestep,,False
qwen,4,trajectory,1,0,wrong_person,missed,True
qwen,4,trajectory,6,8,wrong_timestep,,False
qwen,4,person_timestep_lookup,4,1,single_transfer,missed,False
qwen,4,trajectory,0,14,wrong_timestep,missed,True
qwen,4,person_timestep_lookup,13,8,unexplained,,False
qwen,4,trajectory,8,10,unexplained,,False
qwen,4,person_timestep_lookup,16,5,unexplained,,False
qwen,4,trajectory,5,1,single_transfer,sign_flipped,False
qwen,4,person_timestep_lookup,9,12,single_transfer,missed,False
qwen,4,trajectory,9,12,single_transfer,missed,False
qwen,4,person_timestep_lookup,4,12,single_transfer,missed,False
qwen,4,trajectory,21,9,unexplained,,False
qwen,4,person_timestep_lookup,10,3,single_transfer,missed,False
qwen,4,trajectory,6,7,single_transfer,doubled,False
qwen,4,person_timestep_lookup,2,12,wrong_person,,False
qwen,4,trajectory,5,2,wrong_person,missed,True
qwen,4,person_timestep_lookup,10,5,unexplained,,False
qwen,4,trajectory,9,1,wrong_person,sign_flipped,True
qwen,4,person_timestep_lookup,5,4,single_transfer,missed,False
qwen,4,trajectory,0,7,single_transfer,missed,False
qwen,6,person_timestep_lookup,17,3,stale,missed,True
qwen,6,trajectory,14,1,unexplained,,False
qwen,6,person_timestep_lookup,10,0,single_transfer,sign_flipped,False
qwen,6,trajectory,9,11,single_transfer,missed,False
qwen,6,person_timestep_lookup,10,1,single_transfer,missed,False
qwen,6,trajectory,4,5,wrong_person,missed,True
qwen,6,person_timestep_lookup,13,14,wrong_timestep,missed,True
qwen,6,trajectory,12,0,single_transfer,sign_flipped,False
qwen,6,person_timestep_lookup,3,0,wrong_person,,False
qwen,6,trajectory,10,8,wrong_timestep,missed,True
qwen,6,person_timestep_lookup,5,2,single_transfer,missed,False
qwen,6,trajectory,15,6,unexplained,,False
qwen,6,person_timestep_lookup,12,13,single_transfer,missed,False
qwen,6,trajectory,8,2,unexplained,,False
qwen,6,person_timestep_lookup,8,7,wrong_person,missed,True
qwen,6,trajectory,2,0,wrong_person,sign_flipped,True
qwen,6,person_timestep_lookup,8,1,stale,,True
qwen,6,trajectory,14,5,single_transfer,missed,False
qwen,6,person_timestep_lookup,11,0,wrong_person,,True
qwen,6,trajectory,2,12,unexplained,,False
qwen,6,person_timestep_lookup,11,14,single_transfer,missed,False
qwen,6,trajectory,9,7,wrong_timestep,,False
qwen,6,person_timestep_lookup,10,4,unexplained,,False
qwen,6,trajectory,5,0,wrong_person,,True
qwen,6,person_timestep_lookup,2,17,wrong_person,missed,True
qwen,6,trajectory,2,3,stale,doubled,True
qwen,6,person_timestep_lookup,4,3,single_transfer,missed,False
qwen,6,trajectory,10,11,single_transfer,doubled,False
qwen,6,person_timestep_lookup,44,11,unexplained,,False
qwen,6,trajectory,3,1,wrong_person,sign_flipped,True
qwen,6,person_timestep_lookup,25,0,unexplained,,False
qwen,6,trajectory,15,5,single_transfer,sign_flipped,False
qwen,6,person_timestep_lookup,10,11,unexplained,,False
qwen,6,trajectory,15,6,unexplained,,False
qwen,6,person_timestep_lookup,1,8,stale,missed,True
qwen,6,trajectory,13,3,unexplained,,False
qwen,6,person_timestep_lookup,4,5,wrong_person,doubled,True
qwen,6,trajectory,4,7,stale,doubled,True
qwen,6,person_timestep_lookup,10,4,unexplained,,False
qwen,6,trajectory,13,14,wrong_timestep,missed,True
qwen,6,trajectory,18,0,single_transfer,sign_flipped,False
qwen,6,person_timestep_lookup,11,0,unexplained,,False
qwen,6,trajectory,6,0,wrong_person,sign_flipped,True
qwen,6,person_timestep_lookup,16,0,single_transfer,missed,False
qwen,6,trajectory,4,0,single_transfer,sign_flipped,False
qwen,6,person_timestep_lookup,5,3,stale,,True
qwen,6,trajectory,11,5,unexplained,,False
qwen,6,person_timestep_lookup,11,3,single_transfer,missed,False
qwen,6,trajectory,3,1,wrong_person,sign_flipped,True
qwen,6,person_timestep_lookup,15,3,wrong_person,,False
qwen,6,trajectory,1,2,stale,missed,True
qwen,6,person_timestep_lookup,3,0,wrong_person,doubled,True
qwen,6,trajectory,4,5,stale,missed,True
qwen,6,person_timestep_lookup,6,2,unexplained,,False
qwen,6,trajectory,5,6,single_transfer,missed,False
qwen,6,person_timestep_lookup,11,2,unexplained,,False
qwen,6,trajectory,13,0,wrong_person,,False
qwen,8,person_timestep_lookup,10,5,single_transfer,missed,False
qwen,8,trajectory,10,7,wrong_timestep,,False
qwen,8,person_timestep_lookup,11,2,unexplained,,False
qwen,8,trajectory,3,0,unexplained,,False
qwen,8,person_timestep_lookup,5,0,stale,missed,True
qwen,8,person_timestep_lookup,2,0,wrong_timestep,,False
qwen,8,trajectory,8,7,wrong_person,doubled,True
qwen,8,person_timestep_lookup,10,0,wrong_person,missed,True
qwen,8,trajectory,3,19,wrong_timestep,,False
qwen,8,trajectory,8,4,single_transfer,sign_flipped,False
qwen,8,person_timestep_lookup,15,1,unexplained,,False
qwen,8,trajectory,5,0,wrong_person,,False
qwen,8,person_timestep_lookup,5,8,wrong_person,,True
qwen,8,trajectory,2,3,wrong_person,doubled,True
qwen,8,person_timestep_lookup,7,6,single_transfer,missed,False
qwen,8,trajectory,8,9,wrong_person,,True
qwen,8,person_timestep_lookup,11,3,unexplained,,False
qwen,8,trajectory,1,12,stale,,True
qwen,8,person_timestep_lookup,11,2,unexplained,,False
qwen,8,person_timestep_lookup,8,9,single_transfer,missed,False
qwen,8,trajectory,8,2,single_transfer,sign_flipped,False
qwen,8,person_timestep_lookup,8,12,stale,missed,True
qwen,8,trajectory,16,12,unexplained,,False
qwen,8,person_timestep_lookup,10,8,wrong_person,missed,True
qwen,8,trajectory,16,0,single_transfer,sign_flipped,False
qwen,8,person_timestep_lookup,15,1,unexplained,,False
qwen,8,trajectory,5,1,wrong_person,missed,True
qwen,8,person_timestep_lookup,12,8,single_transfer,doubled,False
qwen,8,trajectory,4,1,stale,missed,True
qwen,8,person_timestep_lookup,8,0,wrong_person,,False
qwen,8,trajectory,2,0,wrong_person,sign_flipped,True
qwen,8,person_timestep_lookup,15,0,unexplained,,False
qwen,8,trajectory,10,9,wrong_timestep,,False
qwen,8,person_timestep_lookup,11,8,unexplained,,False
qwen,8,trajectory,4,0,single_transfer,sign_flipped,False
qwen,8,trajectory,2,0,wrong_person,sign_flipped,True
qwen,8,person_timestep_lookup,8,5,stale,,True
qwen,8,trajectory,2,3,wrong_person,doubled,True
qwen,8,person_timestep_lookup,11,14,unexplained,,False
qwen,8,trajectory,0,3,wrong_person,,True
qwen,8,person_timestep_lookup,11,9,single_transfer,sign_flipped,False
qwen,8,trajectory,13,14,unexplained,,False
qwen,8,person_timestep_lookup,6,13,wrong_person,,False
qwen,8,trajectory,3,1,wrong_timestep,missed,True
qwen,8,person_timestep_lookup,5,10,stale,missed,True
qwen,8,trajectory,12,11,unexplained,,False
qwen,8,person_timestep_lookup,5,7,stale,missed,True
qwen,8,trajectory,10,12,stale,missed,True
qwen,8,person_timestep_lookup,15,0,wrong_timestep,,False
qwen,8,trajectory,4,2,single_transfer,doubled,False
qwen,8,person_timestep_lookup,11,15,wrong_timestep,sign_flipped,True
qwen,8,trajectory,6,5,wrong_timestep,doubled,True
qwen,8,person_timestep_lookup,24,0,unexplained,,False
qwen,8,trajectory,7,5,wrong_person,sign_flipped,True
qwen,10,person_timestep_lookup,3,0,stale,doubled,True
qwen,10,trajectory,6,0,wrong_person,,False
qwen,10,person_timestep_lookup,26,22,single_transfer,doubled,False
qwen,10,trajectory,3,2,wrong_person,,True
qwen,10,person_timestep_lookup,15,14,wrong_timestep,missed,True
qwen,10,trajectory,6,0,wrong_person,,False
qwen,10,person_timestep_lookup,5,9,wrong_person,sign_flipped,True
qwen,10,trajectory,5,8,stale,,True
qwen,10,person_timestep_lookup,13,4,unexplained,,False
qwen,10,person_timestep_lookup,2,1,wrong_person,missed,True
qwen,10,trajectory,10,9,unexplained,,False
qwen,10,person_timestep_lookup,2,1,stale,missed,True
qwen,10,trajectory,2,0,wrong_person,sign_flipped,True
qwen,10,trajectory,7,3,single_transfer,sign_flipped,False
